"marca","direc","n_encuestador","sd_01","identidad_genero","edad","año_ingreso_carrera","comuna","clase_social","nivel_educacion_padre","nivel_educacion_madre","ultimo_colegio","ea_01_horas_estudio_semana","ea_02_horas_estudio_fin_semana","descripcion_carga_academica","ea_04_notas_ultimo_semestre","satisfaccion_rendimiento_academico","ea_06_nivel_estres_ultimo_semestre","ea_07_efecto_estres_rendimiento","ea_08","ea_09","ea_10","re_01","re_02","re_03","re_04","re_05","rs_01","rs_02","rs_03","rs_04","rs_05","rs_06","to_01","to_02","to_03","to_04","to_05","to_06","ma_01","ma_02","ma_03","ma_04","ma_05","cm_01","cm_02","cm_03","cm_04","cm_05","cm_06","identidad_genero_r","edad_r","año_ingreso_carrera_r","comuna_r1","comuna_distancia","horas_estudio_semana","notas_ultimo_semestre_intervalo","ea_06_nivel_estres_ultimo_semestre_r","ea_07_efecto_estres_rendimiento_r"
45421.8790467708,"sebastianmunozt@gmail.com","alejandra_mondaca","Sí","Mujer cisgénero",20,2023,"calera_de_tango","Clase social media - baja","Educación Media","Educación Técnica","Particular subvencionado","5 o 6 horas por días","1 o 2 horas al día","Moderada",5.2,"Insatisfecho",4,"Bastante","Si, se identificar cuando estoy estresado debido a la universidad","Dolores de Cabeza, Tensión o dolor muscular, Dolor en el pecho, Fatiga, Problemas de sueño, Cambios en el apetito, Problemas dermatológicos, Sudoración excesiva","Ejercicio físico, Técnicas de relajación (como de respiración o relajación muscular), Consulta con un profesional de salud mental, Tomar descansos regulares","Dudas ocasionales","No tengo una afiliación religiosa, pero si me considero una persona espiritual (por ejemplo, creo en las energías).","Al menos una vez a la semana. Cuando siento la necesidad.","No, no he asistido","Menos influyente","4 horas o más","Mantenerse en contacto con amigos y familiares, Compartir mi propia vida y experiencias, Consumir contenido de entretenimiento (humor, arte, cultura), Seguir a marcas, celebridades, artistas (músicos/as, actores/actrices, humoristas) o deportistas., Obtener información de noticias y eventos, Seguir a políticos/as o activistas sociales, Seguir a instituciones o personas del mundo académico o científico, Participar en grupos o comunidades de interés (Ej: Grupo de Instagram de fans de Los Bunkers)","No sé","Desconectándome temporalmente","TikTok","Pinterest","Poco tiempo.","No realizo actividades de ocio.","A veces, intento encontrar un equilibrio, pero no siempre lo logro.","Leer. y/o Escribir, Ver series y / o películas., Escuchar música.","No, las realizo de forma individual","Muy importante.",6,8,"Si","No","Frecuencia moderada (de 2 a 3 veces por semana)",7,"Entre 3 a 4 horas.","Rock","Pop","En su casa o de familiares., En el transporte público, En el lugar de estudio, En otros lugares","Muy importante","Mujer cisgenero","18 a 20","post-pandemia","Periurbano","Vive a mucha distancia","5 o 6 horas por días","5.0 a 5.9","Estres Alto","Bastante"
45421.8813080671,"sebastianmunozt@gmail.com","veronica_moya","Sí","Hombre cisgénero",31,2021,"santiago_centro","Clase social baja","Educación Técnica","Educación Profesional","Particular subvencionado","1 o 2 horas al día","1 o 2 horas al día","Pesada",6.7,NA,5,"Poco","Si, se identificar cuando estoy estresado debido a la universidad","Dolores de Cabeza, Dolor en el pecho, Fatiga, Problemas de sueño, Irritabilidad o enojo, Cambios en el apetito, Problemas dermatológicos, Sudoración excesiva","No utilizo estrategias para manejar el estrés académico","Creencia moderada","Cristianismo Protestante (Evangélico, anglicano, etcétera)","No mantengo prácticas relacionadas a lo espiritual o lo religioso.","No, no he asistido","Moderadamente influyente","4 horas o más","Mantenerse en contacto con amigos y familiares, Compartir mi propia vida y experiencias, Consumir contenido de entretenimiento (humor, arte, cultura), Seguir a marcas, celebridades, artistas (músicos/as, actores/actrices, humoristas) o deportistas., Obtener información de noticias y eventos, Seguir a políticos/as o activistas sociales, Seguir a instituciones o personas del mundo académico o científico, Participar en grupos o comunidades de interés (Ej: Grupo de Instagram de fans de Los Bunkers)","Sí","Compartiendo mis preocupaciones con amigos o familiares","Instagram","TikTok","Poco tiempo.","1 a 2 veces.","No, no administro mi tiempo de manera óptima cuando tengo muchas obligaciones académicas.","Leer. y/o Escribir, Ver series y / o películas., Escuchar música.","No, las realizo de forma individual","Poco importante.",10,10,"Si","Sí","Alta frecuencia (usualmente todos mis productos)",7,"Menos de una hora","Hip-Hop, Rap, Freestyle","Rock","En su casa o de familiares., En casa de amigos., En el transporte público, En el lugar de estudio, En otros lugares","Muy importante","Hombre cisgenero","30 o más","Pandemia","Zona Centro","Vive muy cerca","1 o 2 horas al día","6.0 a 7.0","Estres Alto","Moderadamente"
45421.886383125,"sebastianmunozt@gmail.com","alexi","Sí","Mujer cisgénero",23,2020,"vitacura","Clase social media - alta","Educación Media","Educación Media","Particular","1 o 2 horas al día","1 o 2 horas al día","Pesada",5.5,"Insatisfecho",5,"Bastante","Si, se identificar cuando estoy estresado debido a la universidad","Dolores de Cabeza, Fatiga, Irritabilidad o enojo","Apoyo social (hablar con amigos/familia)","Escéptico","Ortodoxo","No mantengo prácticas relacionadas a lo espiritual o lo religioso.","Sí, asisto","No influyente en absoluto","4 horas o más","Compartir mi propia vida y experiencias, Consumir contenido de entretenimiento (humor, arte, cultura), Seguir a políticos/as o activistas sociales","Sí","Compartiendo mis preocupaciones con amigos o familiares","Instagram","WhatsApp","Poco tiempo.","1 a 2 veces.","No estoy seguro(a) / No aplica a mi situación.","Ver series y / o películas.","No, las realizo de forma individual","Poco importante.",5,4,"Si","No","Frecuencia moderada (de 2 a 3 veces por semana)",6,"Entre 3 a 4 horas.","Reggaetón","Pop","En el transporte público","Muy importante","Mujer cisgenero","21 a 23","Pandemia","Zona Oriente","Vive a distancia media","1 o 2 horas al día","5.0 a 5.9","Estres Alto","Bastante"
45421.8900468403,"sebastianmunozt@gmail.com","joaquin_castillo","Sí","Mujer cisgénero",40,2024,"quinta_normal","Clase social baja","Educación Técnica","Educación Media","Público","3 o 4 horas al día","1 o 2 horas al día","Moderada",NA,"Insatisfecho",5,"Moderado","A veces, dependiendo de la situación puedo o no identificar si estoy estresado por la universidad.","Fatiga, Problemas de sueño","Organización y planificación del tiempo, Apoyo social (hablar con amigos/familia), Participar en otras actividades creativas (música, arte, escritura)","Creencia moderada","No tengo una afiliación religiosa, pero si me considero una persona espiritual (por ejemplo, creo en las energías).","Varias veces a la semana.","No, no he asistido","Menos influyente","Entre 1 a 2 horas","Mantenerse en contacto con amigos y familiares, Obtener información de noticias y eventos, Seguir a políticos/as o activistas sociales, Seguir a instituciones o personas del mundo académico o científico","No","Desconectándome temporalmente","WhatsApp","Instagram","Poco tiempo.","1 a 2 veces.","Sí, suelo planificar mi tiempo cuidadosamente para equilibrar mis obligaciones académicas y actividades de ocio.","Leer. y/o Escribir, Jugar videojuegos., Salir con amigos / familia.","No, las realizo de forma individual","Poco importante.",3,6,"No","No","Frecuencia moderada (de 2 a 3 veces por semana)",6,"Entre 1 a 2 horas.","Hip-Hop, Rap, Freestyle","Pop","En el transporte público","Muy importante","Mujer cisgenero","30 o más","post-pandemia","Zona Poniente","Vive muy cerca","3 o 4 horas al día",NA,"Estres Alto","Moderadamente"
45421.8934134375,"sebastianmunozt@gmail.com","benjamin_(iris)","Sí","Mujer trans/transfemenina",22,2024,"estacion_central","Clase social media - baja","Educación Técnica","Educación Técnica","Público","1 o 2 horas al día","1 o 2 horas al día","Moderada",NA,NA,3,"Mucho","A veces, dependiendo de la situación puedo o no identificar si estoy estresado por la universidad.","Dolores de Cabeza, Tensión o dolor muscular, Fatiga, Irritabilidad o enojo, Cambios en el apetito, Sudoración excesiva","Ejercicio físico, Técnicas de relajación (como de respiración o relajación muscular), Apoyo social (hablar con amigos/familia), Tomar descansos regulares, Participar en otras actividades creativas (música, arte, escritura)","Escéptico","No tengo una afiliación religiosa, pero si me considero una persona espiritual (por ejemplo, creo en las energías).","Al menos una vez a la semana. Cuando siento la necesidad.","No, no he asistido","Moderadamente influyente","Entre 1 a 2 horas","Mantenerse en contacto con amigos y familiares, Consumir contenido de entretenimiento (humor, arte, cultura), Seguir a instituciones o personas del mundo académico o científico","No","No me estresa","Instagram","WhatsApp","Suficiente tiempo.","Más de 6.","No, no administro mi tiempo de manera óptima cuando tengo muchas obligaciones académicas.","Jugar videojuegos., Escuchar música., Practicar deporte / ejercitarse., Salir con amigos / familia.","No, las realizo de forma individual","Importante.",2,4,"No","No","Frecuencia moderada (de 2 a 3 veces por semana)",7,"Entre 1 a 2 horas.","Pop","Rock","En su casa o de familiares.","Importante","Persona de genero diverso","21 a 23","post-pandemia","Zona Poniente","Vive muy cerca","1 o 2 horas al día",NA,"Estres Moderado","Bastante"
45421.9201557755,"sebastianmunozt@gmail.com","escarleth_","Sí","Mujer cisgénero",18,2023,"santiago_centro","Clase social media","Educación Media","Educación Media","Público","1 o 2 horas al día","1 o 2 horas al día","Muy pesada",NA,"Insatisfecho",5,"Mucho","A veces, dependiendo de la situación puedo o no identificar si estoy estresado por la universidad.","Tensión o dolor muscular, Dolor en el pecho, Problemas de sueño, Irritabilidad o enojo, Problemas dermatológicos, Tics Nerviosos","No utilizo estrategias para manejar el estrés académico","Dudas ocasionales","Catolico","Al menos una vez a la semana. Cuando siento la necesidad.","No, no he asistido","No influyente en absoluto","4 horas o más","Mantenerse en contacto con amigos y familiares, Compartir mi propia vida y experiencias, Consumir contenido de entretenimiento (humor, arte, cultura), Seguir a marcas, celebridades, artistas (músicos/as, actores/actrices, humoristas) o deportistas.","No","Bloqueando o reportando usuarios problemáticos","TikTok","Instagram","Poco tiempo.","1 a 2 veces.","No, no administro mi tiempo de manera óptima cuando tengo muchas obligaciones académicas.","Jugar videojuegos., Escuchar música., Dibujar / pintar.","No, las realizo de forma individual","Importante.",10,3,"No","No","Frecuencia moderada (de 2 a 3 veces por semana)",4,"Entre 3 a 4 horas.","Metal","K-Pop","En su casa o de familiares., En el lugar de estudio","Importante","Mujer cisgenero","18 a 20","post-pandemia","Zona Centro","Vive muy cerca","1 o 2 horas al día",NA,"Estres Alto","Bastante"
45421.9438297917,"sebastianmunozt@gmail.com","elisa_monsalve_","Sí","Mujer cisgénero",21,2022,"las_condes","Clase social media - alta","Educación Profesional","Educación Profesional","Público","1 o 2 horas al día","1 o 2 horas al día","Moderada",NA,"Satisfecho",4,"Bastante","Si, se identificar cuando estoy estresado debido a la universidad","Tensión o dolor muscular, Dolor en el pecho, Problemas de sueño, Irritabilidad o enojo, Cambios en el apetito","No utilizo estrategias para manejar el estrés académico","Creencia moderada","No tengo una afiliación religiosa, pero si me considero una persona espiritual (por ejemplo, creo en las energías).","No mantengo prácticas relacionadas a lo espiritual o lo religioso.","No, no he asistido","Moderadamente influyente","Entre 1 a 2 horas","Mantenerse en contacto con amigos y familiares, Consumir contenido de entretenimiento (humor, arte, cultura), Seguir a marcas, celebridades, artistas (músicos/as, actores/actrices, humoristas) o deportistas., Obtener información de noticias y eventos, Seguir a políticos/as o activistas sociales, Seguir a instituciones o personas del mundo académico o científico","No","Desconectándome temporalmente","Instagram","WhatsApp","Suficiente tiempo.","3 a 4 veces.","Sí, suelo planificar mi tiempo cuidadosamente para equilibrar mis obligaciones académicas y actividades de ocio.","Leer. y/o Escribir, Escuchar música., Bailar y/o Cantar","Sí, con un instructor o grupo","Importante.",7,5,"No","No","Frecuencia moderada (de 2 a 3 veces por semana)",6,"Entre 3 a 4 horas.","Reggaetón","Pop","En su casa o de familiares., En el transporte público","Muy importante","Mujer cisgenero","21 a 23","post-pandemia","Zona Oriente","Vive a distancia media","1 o 2 horas al día",NA,"Estres Alto","Bastante"
45422.0261549768,"sebastianmunozt@gmail.com","franco","Sí","Hombre cisgénero",22,2020,"providencia","Clase social media - alta","Educación Profesional","Educación Profesional","Particular subvencionado","1 o 2 horas al día","3 o 4 horas al día","Moderada",5.1,"Insatisfecho",4,"Moderado","A veces, dependiendo de la situación puedo o no identificar si estoy estresado por la universidad.","No he experimentado síntomas físicos","Ejercicio físico, Apoyo social (hablar con amigos/familia)","No creencias","Agnóstico","No mantengo prácticas relacionadas a lo espiritual o lo religioso.","No, no he asistido","No influyente en absoluto","Entre 3 a 4 horas","Mantenerse en contacto con amigos y familiares, Consumir contenido de entretenimiento (humor, arte, cultura), Obtener información de noticias y eventos","No","No me estresa","Instagram","TikTok","Suficiente tiempo.","3 a 4 veces.","A veces, intento encontrar un equilibrio, pero no siempre lo logro.","Ver series y / o películas., Practicar deporte / ejercitarse., Salir con amigos / familia.","No, las realizo de forma individual","Muy importante.",9,7,"Si","Sí","Frecuencia moderada (de 2 a 3 veces por semana)",6,"Entre 3 a 4 horas.","Trap","Reggaetón","En su casa o de familiares., En otros lugares","Poco importante","Hombre cisgenero","21 a 23","Pandemia","Zona Centro","Vive muy cerca","1 o 2 horas al día","5.0 a 5.9","Estres Alto","Moderadamente"
45422.4404210995,"sebastianmunozt@gmail.com","olivier_delherbe","Sí","Mujer cisgénero",21,2022,"santiago_centro","Clase social media","Educación Profesional","Educación Técnica","Particular subvencionado","3 o 4 horas al día","3 o 4 horas al día","Pesada",6,"Insatisfecho",3,"Moderado","Si, se identificar cuando estoy estresado debido a la universidad","Dolores de Cabeza, Tensión o dolor muscular, Fatiga, Diarrea, Cambios en el apetito, Problemas dermatológicos, Sudoración excesiva","Técnicas de relajación (como de respiración o relajación muscular), Organización y planificación del tiempo, Apoyo social (hablar con amigos/familia), Tomar descansos regulares, Participar en otras actividades creativas (música, arte, escritura)","Escéptico","No tengo una afiliación religiosa, pero si me considero una persona espiritual (por ejemplo, creo en las energías).","Al menos una vez a la semana. Cuando siento la necesidad.","No, no he asistido","Menos influyente","Entre 3 a 4 horas","Mantenerse en contacto con amigos y familiares, Compartir mi propia vida y experiencias, Consumir contenido de entretenimiento (humor, arte, cultura)","A veces","Desconectándome temporalmente","Instagram","TikTok","Poco tiempo.","1 a 2 veces.","A veces, intento encontrar un equilibrio, pero no siempre lo logro.","Leer. y/o Escribir, Ver series y / o películas., Salir con amigos / familia.","No, las realizo de forma individual","Moderadamente importante.",6,6,"No","No","Frecuencia moderada (de 2 a 3 veces por semana)",7,"Entre 3 a 4 horas.","Pop","Rock","En su casa o de familiares., En casa de amigos., En el transporte público, En el lugar de estudio","Importante","Mujer cisgenero","21 a 23","post-pandemia","Zona Centro","Vive muy cerca","3 o 4 horas al día","6.0 a 7.0","Estres Moderado","Moderadamente"
45422.5092504051,"sebastianmunozt@gmail.com","alejandra_mondaca","Sí","Hombre cisgénero",23,2024,"rancagua","Clase social media - baja","Educación Media","Educación Técnica","Particular","5 o 6 horas por días","1 o 2 horas al día","Moderada",NA,"Satisfecho",3,"Moderado","A veces, dependiendo de la situación puedo o no identificar si estoy estresado por la universidad.","Dolores de Cabeza, Cambios en el apetito","Ejercicio físico, Apoyo social (hablar con amigos/familia)","Escéptico","Agnóstico","No mantengo prácticas relacionadas a lo espiritual o lo religioso.","No, no he asistido","No influyente en absoluto","Entre 1 a 2 horas","Consumir contenido de entretenimiento (humor, arte, cultura), Seguir a marcas, celebridades, artistas (músicos/as, actores/actrices, humoristas) o deportistas., Obtener información de noticias y eventos, Seguir a instituciones o personas del mundo académico o científico","No","Desconectándome temporalmente","WhatsApp","Instagram","Poco tiempo.","1 a 2 veces.","A veces, intento encontrar un equilibrio, pero no siempre lo logro.","Escuchar música., Tocar música., Practicar deporte / ejercitarse.","No, las realizo de forma individual","Importante.",4,7,"Si","No","Frecuencia moderada (de 2 a 3 veces por semana)",7,"Entre 5 a 6 horas.","Hip-Hop, Rap, Freestyle","Folklore","En su casa o de familiares., En el transporte público, En el lugar de estudio, En otros lugares","Muy importante","Hombre cisgenero","21 a 23","post-pandemia","Fuera de la Región Metropolitana","Fuera de Santiago","5 o 6 horas por días",NA,"Estres Moderado","Moderadamente"
